Date,Type,Expense Category,Amount ($),Notes
12/5/2025,Expense,TikTok Ads,$568.41,Vacation booking
6/8/2024,Expense,TikTok Ads,"$1,791.92",Streaming service
3/30/2026,Expense,TikTok Ads,"$1,240.53",Online purchase
12/12/2025,Expense,TikTok Ads,$608.37,Course fee
11/6/2024,Expense,TikTok Ads,"$1,357.21",Online purchase
4/14/2026,Expense,TikTok Ads,$63.65,Monthly payment
10/29/2024,Expense,TikTok Ads,$521.68,Online purchase
3/9/2024,Expense,TikTok Ads,"$1,134.24",Online purchase
3/8/2025,Expense,TikTok Ads,"$1,655.65",Monthly payment
12/15/2025,Expense,TikTok Ads,$754.04,Course fee
1/18/2025,Expense,TikTok Ads,$762.95,Groceries
8/26/2025,Expense,TikTok Ads,"$1,589.87",Groceries
2/12/2024,Expense,TikTok Ads,"$2,442.65",Vacation booking
11/23/2024,Expense,TikTok Ads,$82.45,Vacation booking
3/27/2026,Expense,TikTok Ads,"$1,883.53",Online purchase
3/8/2025,Expense,TikTok Ads,"$1,552.48",Medical visit
12/2/2025,Expense,TikTok Ads,"$2,486.62",Course fee
2/9/2024,Expense,TikTok Ads,"$1,898.83",Online purchase
5/1/2025,Expense,TikTok Ads,"$1,361.62",Online purchase
9/8/2024,Expense,TikTok Ads,"$1,139.44",Medical visit
9/4/2024,Expense,TikTok Ads,"$2,460.08",Monthly payment
11/26/2024,Expense,TikTok Ads,"$1,383.80",Vacation booking
8/9/2024,Expense,TikTok Ads,"$1,029.46",Monthly payment
12/1/2025,Expense,TikTok Ads,"$1,485.61",Monthly payment
6/2/2025,Expense,TikTok Ads,$177.40,Office commute
4/19/2025,Expense,TikTok Ads,"$1,744.34",Course fee
3/31/2026,Expense,TikTok Ads,"$1,635.99",Monthly payment
9/16/2024,Expense,TikTok Ads,$298.58,Streaming service
5/17/2025,Expense,TikTok Ads,"$2,256.14",Utility bill
5/24/2026,Expense,TikTok Ads,$104.34,Groceries
12/5/2024,Expense,TikTok Ads,$278.64,Office commute
5/7/2026,Expense,TikTok Ads,$501.81,Vacation booking
9/12/2024,Expense,TikTok Ads,$971.32,Office commute
3/2/2026,Expense,TikTok Ads,$114.47,Office commute
8/16/2024,Expense,TikTok Ads,"$2,164.59",Groceries
5/15/2026,Expense,TikTok Ads,$575.69,Vacation booking
4/7/2026,Expense,TikTok Ads,$258.34,Office commute
5/15/2024,Expense,TikTok Ads,"$1,409.11",Vacation booking
5/23/2025,Expense,TikTok Ads,"$1,986.87",Course fee
1/22/2024,Expense,TikTok Ads,"$2,244.74",Medical visit
10/12/2025,Expense,TikTok Ads,$270.29,Vacation booking
2/4/2024,Expense,TikTok Ads,"$1,093.55",Course fee
3/9/2024,Expense,TikTok Ads,$222.67,Medical visit
5/1/2025,Expense,TikTok Ads,"$1,270.25",Family outing
5/20/2024,Expense,TikTok Ads,$65.15,Online purchase
8/7/2025,Expense,TikTok Ads,"$1,663.28",Vacation booking
11/6/2025,Expense,TikTok Ads,$936.43,Utility bill
5/4/2025,Expense,TikTok Ads,"$2,427.31",Office commute
8/19/2025,Expense,TikTok Ads,$294.05,Monthly payment
8/25/2024,Expense,TikTok Ads,$372.73,Office commute
2/3/2026,Expense,TikTok Ads,$32.93,Monthly payment
6/6/2025,Expense,TikTok Ads,$286.32,Utility bill
8/22/2025,Expense,TikTok Ads,$27.10,Office commute
11/23/2024,Expense,TikTok Ads,"$2,152.16",Family outing
7/12/2024,Expense,TikTok Ads,"$1,198.30",Family outing
4/11/2024,Expense,TikTok Ads,$972.70,Streaming service
5/29/2026,Expense,TikTok Ads,$369.55,Office commute
5/28/2026,Expense,TikTok Ads,$367.78,Online purchase
5/4/2025,Expense,TikTok Ads,"$2,474.72",Online purchase
8/2/2025,Expense,TikTok Ads,$621.43,Course fee
5/9/2026,Expense,TikTok Ads,"$2,344.33",Utility bill
2/20/2025,Expense,TikTok Ads,"$1,882.17",Monthly payment
11/24/2024,Expense,TikTok Ads,$74.02,Medical visit
2/4/2025,Expense,TikTok Ads,"$1,518.06",Family outing
2/5/2026,Expense,TikTok Ads,"$1,201.02",Streaming service
2/20/2025,Expense,TikTok Ads,$607.14,Streaming service
10/21/2024,Expense,TikTok Ads,"$1,933.88",Course fee
9/6/2025,Expense,TikTok Ads,"$1,046.20",Streaming service
3/27/2024,Expense,TikTok Ads,"$1,933.43",Monthly payment
1/13/2025,Expense,TikTok Ads,$986.20,Vacation booking
10/27/2025,Expense,TikTok Ads,$762.22,Streaming service
9/11/2025,Expense,TikTok Ads,"$2,298.72",Vacation booking
6/7/2025,Expense,TikTok Ads,$968.30,Groceries
12/12/2025,Expense,TikTok Ads,"$2,309.02",Groceries
9/5/2025,Expense,TikTok Ads,$347.48,Medical visit
4/3/2024,Expense,TikTok Ads,"$2,438.19",Streaming service
6/13/2025,Expense,TikTok Ads,"$1,580.26",Utility bill
10/6/2025,Expense,TikTok Ads,"$2,335.73",Utility bill
8/31/2025,Expense,TikTok Ads,$573.47,Medical visit
9/2/2024,Expense,TikTok Ads,$482.21,Utility bill
7/15/2024,Expense,TikTok Ads,"$1,296.59",Course fee
10/12/2024,Expense,TikTok Ads,"$1,496.41",Family outing
2/25/2026,Expense,TikTok Ads,"$2,226.92",Office commute
4/1/2026,Expense,TikTok Ads,$478.97,Medical visit
12/30/2025,Expense,TikTok Ads,"$1,384.49",Family outing
3/28/2026,Expense,TikTok Ads,"$1,456.46",Office commute
4/30/2024,Expense,TikTok Ads,"$1,598.30",Family outing
9/4/2025,Expense,TikTok Ads,$461.78,Vacation booking
1/18/2025,Expense,TikTok Ads,$982.12,Utility bill
8/4/2025,Expense,TikTok Ads,"$1,345.83",Office commute
9/17/2024,Expense,TikTok Ads,$184.77,Online purchase
1/20/2025,Expense,TikTok Ads,"$2,459.75",Monthly payment
3/9/2024,Expense,TikTok Ads,"$2,030.92",Utility bill
5/21/2025,Expense,TikTok Ads,"$2,337.20",Streaming service
8/20/2025,Expense,TikTok Ads,"$1,280.24",Course fee
7/22/2024,Expense,TikTok Ads,$132.23,Course fee
10/5/2025,Expense,TikTok Ads,"$1,490.20",Vacation booking
3/23/2025,Expense,TikTok Ads,$786.29,Office commute
7/4/2024,Expense,TikTok Ads,$906.53,Monthly payment
2/12/2024,Expense,TikTok Ads,$697.00,Streaming service
7/2/2025,Expense,TikTok Ads,$322.92,Online purchase
1/30/2026,Expense,TikTok Ads,$516.21,Groceries
3/2/2024,Expense,TikTok Ads,$283.02,Groceries
1/6/2026,Expense,TikTok Ads,$714.05,Family outing
8/24/2024,Expense,TikTok Ads,"$1,547.69",Groceries
2/8/2026,Expense,TikTok Ads,"$2,319.99",Medical visit
5/10/2026,Expense,TikTok Ads,$383.50,Streaming service
8/21/2025,Expense,TikTok Ads,"$1,907.07",Office commute
4/5/2026,Expense,TikTok Ads,$511.84,Groceries
1/18/2024,Expense,TikTok Ads,$232.49,Groceries
10/3/2024,Expense,TikTok Ads,$315.79,Family outing
5/15/2026,Expense,TikTok Ads,$556.33,Vacation booking
9/16/2025,Expense,TikTok Ads,"$2,230.25",Family outing
10/13/2024,Expense,TikTok Ads,$12.91,Utility bill
3/21/2025,Expense,TikTok Ads,"$2,152.93",Course fee
4/1/2025,Expense,TikTok Ads,$584.29,Online purchase
2/22/2025,Expense,TikTok Ads,"$1,109.11",Course fee
5/21/2026,Expense,TikTok Ads,"$1,877.98",Monthly payment
7/8/2025,Expense,TikTok Ads,$516.80,Vacation booking
3/23/2025,Expense,TikTok Ads,$859.01,Monthly payment
5/26/2025,Expense,TikTok Ads,"$1,541.02",Vacation booking
9/13/2025,Expense,TikTok Ads,$935.54,Online purchase
9/7/2025,Expense,TikTok Ads,$425.11,Course fee
7/31/2024,Expense,TikTok Ads,$788.96,Course fee
10/7/2024,Expense,TikTok Ads,"$1,788.76",Family outing
1/23/2025,Expense,TikTok Ads,"$2,194.94",Monthly payment
12/3/2025,Expense,TikTok Ads,$613.96,Online purchase
4/8/2025,Expense,TikTok Ads,$975.23,Medical visit
1/3/2025,Expense,TikTok Ads,$56.13,Course fee
1/11/2026,Expense,TikTok Ads,"$2,273.42",Online purchase
3/23/2025,Expense,TikTok Ads,$873.83,Utility bill
1/10/2025,Expense,TikTok Ads,"$1,198.93",Office commute
8/12/2024,Expense,TikTok Ads,"$1,614.30",Groceries
6/27/2025,Expense,TikTok Ads,"$2,115.53",Course fee
1/8/2025,Expense,TikTok Ads,"$1,902.97",Online purchase
12/25/2025,Expense,TikTok Ads,$235.48,Streaming service
2/21/2024,Expense,TikTok Ads,$202.74,Utility bill
4/8/2025,Expense,TikTok Ads,$736.42,Course fee
10/12/2024,Expense,TikTok Ads,$576.58,Utility bill
6/19/2024,Expense,TikTok Ads,$171.61,Online purchase
9/27/2025,Expense,TikTok Ads,"$1,433.66",Office commute
10/22/2024,Expense,TikTok Ads,"$1,178.27",Course fee
6/20/2024,Expense,TikTok Ads,$47.87,Family outing
9/9/2025,Expense,TikTok Ads,$173.12,Online purchase
10/2/2024,Expense,TikTok Ads,"$1,337.21",Vacation booking
7/20/2025,Expense,TikTok Ads,"$1,809.41",Office commute
6/30/2025,Expense,TikTok Ads,$617.89,Monthly payment
11/29/2024,Expense,TikTok Ads,"$1,917.04",Streaming service
4/12/2026,Expense,TikTok Ads,"$1,254.78",Monthly payment
2/7/2025,Expense,TikTok Ads,$421.67,Vacation booking
6/8/2024,Expense,TikTok Ads,$608.60,Groceries
5/4/2026,Expense,TikTok Ads,"$1,436.79",Utility bill
4/18/2025,Expense,TikTok Ads,"$1,140.09",Online purchase
12/31/2025,Expense,TikTok Ads,$409.41,Groceries
2/11/2026,Expense,TikTok Ads,$172.35,Course fee
5/19/2024,Expense,TikTok Ads,$721.57,Streaming service
3/29/2026,Expense,TikTok Ads,"$1,695.43",Course fee
7/17/2025,Expense,TikTok Ads,"$1,816.96",Streaming service
4/22/2025,Expense,TikTok Ads,$888.07,Groceries
8/14/2025,Expense,TikTok Ads,"$1,880.32",Streaming service
2/21/2025,Expense,TikTok Ads,"$1,260.37",Vacation booking
5/9/2024,Expense,TikTok Ads,$521.20,Groceries
1/11/2025,Expense,TikTok Ads,$293.26,Course fee
1/26/2025,Expense,TikTok Ads,$752.30,Monthly payment
11/18/2024,Expense,TikTok Ads,$500.76,Monthly payment
8/8/2024,Expense,TikTok Ads,"$1,938.80",Office commute
4/5/2025,Expense,TikTok Ads,"$1,977.36",Office commute
10/26/2025,Expense,TikTok Ads,$993.92,Office commute
1/17/2024,Expense,TikTok Ads,"$2,259.64",Utility bill
5/13/2025,Expense,TikTok Ads,"$1,168.54",Vacation booking
1/15/2025,Expense,TikTok Ads,"$1,160.93",Course fee
2/22/2024,Expense,TikTok Ads,"$2,369.57",Online purchase
10/29/2024,Expense,TikTok Ads,$137.53,Vacation booking
1/30/2025,Expense,TikTok Ads,$199.92,Utility bill
12/29/2024,Expense,TikTok Ads,"$1,381.26",Monthly payment
5/17/2026,Expense,TikTok Ads,$174.05,Medical visit
7/17/2024,Expense,TikTok Ads,"$2,305.35",Office commute
1/12/2024,Expense,TikTok Ads,$369.12,Streaming service
10/3/2024,Expense,TikTok Ads,$66.59,Family outing
10/7/2025,Expense,TikTok Ads,$931.31,Vacation booking
2/17/2025,Expense,TikTok Ads,"$1,997.29",Vacation booking
12/21/2024,Expense,TikTok Ads,$819.73,Medical visit
2/22/2024,Expense,TikTok Ads,"$1,466.12",Vacation booking
2/15/2026,Expense,TikTok Ads,"$1,086.35",Streaming service
2/7/2024,Expense,TikTok Ads,"$1,823.02",Groceries
6/2/2025,Expense,TikTok Ads,"$2,496.62",Office commute
4/24/2026,Expense,TikTok Ads,$828.73,Vacation booking
1/19/2026,Expense,TikTok Ads,$364.16,Family outing
4/5/2024,Expense,TikTok Ads,$962.80,Course fee
8/13/2024,Expense,TikTok Ads,$114.81,Monthly payment
5/16/2024,Expense,TikTok Ads,"$1,048.85",Family outing
3/3/2025,Expense,TikTok Ads,"$1,070.14",Groceries
9/18/2024,Expense,TikTok Ads,$6.41,Online purchase
6/16/2024,Expense,TikTok Ads,$667.44,Vacation booking
3/16/2026,Expense,TikTok Ads,$551.64,Office commute
11/19/2025,Expense,TikTok Ads,$290.02,Vacation booking
4/11/2026,Expense,TikTok Ads,"$1,543.91",Medical visit
5/21/2026,Expense,TikTok Ads,"$2,389.39",Utility bill
8/13/2025,Expense,TikTok Ads,"$1,372.07",Medical visit
10/8/2025,Expense,TikTok Ads,"$1,319.14",Groceries
6/16/2025,Expense,TikTok Ads,"$2,016.44",Family outing
8/19/2024,Expense,TikTok Ads,"$1,087.51",Utility bill
12/2/2024,Expense,TikTok Ads,$754.92,Course fee
2/22/2024,Expense,TikTok Ads,$754.35,Utility bill
4/19/2024,Expense,TikTok Ads,"$1,389.76",Family outing
9/11/2024,Expense,TikTok Ads,"$2,263.41",Online purchase
12/15/2025,Expense,TikTok Ads,"$1,267.08",Course fee
1/30/2026,Expense,TikTok Ads,"$1,051.13",Medical visit
11/2/2024,Expense,TikTok Ads,$610.02,Groceries
5/7/2025,Expense,TikTok Ads,"$1,938.54",Monthly payment
3/22/2025,Expense,TikTok Ads,"$2,038.58",Office commute
2/28/2025,Expense,TikTok Ads,"$2,446.00",Medical visit
1/14/2025,Expense,TikTok Ads,$773.48,Vacation booking
5/18/2025,Expense,TikTok Ads,"$1,473.12",Course fee
3/16/2025,Expense,TikTok Ads,$719.74,Groceries
4/3/2026,Expense,TikTok Ads,$843.60,Groceries
11/30/2024,Expense,TikTok Ads,$945.23,Online purchase
4/13/2024,Expense,TikTok Ads,$210.36,Monthly payment
6/2/2024,Expense,TikTok Ads,"$1,074.21",Online purchase
3/23/2026,Expense,TikTok Ads,"$2,479.63",Monthly payment
4/27/2025,Expense,TikTok Ads,$86.55,Utility bill
5/13/2026,Expense,TikTok Ads,"$1,698.46",Medical visit
11/13/2025,Expense,TikTok Ads,$223.36,Office commute
11/13/2024,Expense,TikTok Ads,$254.43,Groceries
3/25/2024,Expense,TikTok Ads,"$1,537.84",Family outing
3/19/2026,Expense,TikTok Ads,"$2,243.16",Vacation booking
4/20/2024,Expense,TikTok Ads,"$1,485.46",Groceries
5/6/2026,Expense,TikTok Ads,$183.85,Groceries
10/18/2024,Expense,TikTok Ads,$167.03,Groceries
5/22/2026,Expense,TikTok Ads,$397.70,Streaming service
4/8/2024,Expense,TikTok Ads,"$1,518.18",Utility bill
2/2/2024,Expense,TikTok Ads,"$2,131.13",Office commute
12/12/2025,Expense,TikTok Ads,"$2,026.63",Medical visit
6/5/2025,Expense,TikTok Ads,$737.66,Course fee
3/4/2025,Expense,TikTok Ads,"$1,986.67",Utility bill
11/13/2025,Expense,TikTok Ads,$530.32,Vacation booking
6/1/2024,Expense,TikTok Ads,$96.81,Monthly payment
8/24/2025,Expense,TikTok Ads,$373.46,Vacation booking
5/9/2024,Expense,TikTok Ads,"$1,808.31",Utility bill
2/27/2026,Expense,TikTok Ads,"$1,720.88",Groceries
9/1/2024,Expense,TikTok Ads,"$1,091.16",Online purchase
10/21/2025,Expense,TikTok Ads,"$1,824.80",Utility bill
12/27/2025,Expense,TikTok Ads,"$2,239.50",Monthly payment
1/7/2025,Expense,TikTok Ads,$980.03,Medical visit
3/8/2024,Expense,TikTok Ads,$83.29,Utility bill
2/2/2025,Expense,TikTok Ads,"$2,032.23",Vacation booking
11/5/2025,Expense,TikTok Ads,"$1,960.39",Medical visit
4/5/2025,Expense,TikTok Ads,"$2,040.37",Course fee
11/5/2025,Expense,TikTok Ads,"$2,395.37",Groceries
12/17/2025,Expense,TikTok Ads,$23.56,Office commute
9/13/2024,Expense,TikTok Ads,$237.57,Medical visit
5/31/2024,Expense,TikTok Ads,"$2,211.13",Family outing
6/9/2025,Expense,TikTok Ads,"$1,240.92",Utility bill
7/26/2024,Expense,TikTok Ads,"$1,047.59",Monthly payment
10/8/2025,Expense,TikTok Ads,"$1,779.86",Groceries
1/16/2025,Expense,TikTok Ads,$11.83,Vacation booking
3/1/2026,Expense,TikTok Ads,$508.27,Office commute
12/6/2024,Expense,TikTok Ads,$687.25,Course fee
6/25/2025,Expense,TikTok Ads,"$1,533.10",Groceries
7/20/2024,Expense,TikTok Ads,"$1,925.43",Monthly payment
4/10/2025,Expense,TikTok Ads,"$1,370.07",Streaming service
2/12/2026,Expense,TikTok Ads,$116.06,Medical visit
1/19/2024,Expense,TikTok Ads,"$1,475.35",Online purchase
4/30/2025,Expense,TikTok Ads,"$2,322.98",Groceries
8/8/2025,Expense,TikTok Ads,"$2,308.11",Groceries
8/16/2024,Expense,TikTok Ads,$665.43,Monthly payment
4/16/2026,Expense,TikTok Ads,"$1,672.74",Groceries
9/17/2024,Expense,TikTok Ads,$667.09,Streaming service
8/22/2024,Expense,TikTok Ads,$558.39,Vacation booking
9/1/2024,Expense,TikTok Ads,$10.61,Monthly payment
3/18/2024,Expense,TikTok Ads,"$1,340.47",Streaming service
3/2/2025,Expense,TikTok Ads,"$1,256.87",Utility bill
2/26/2026,Expense,TikTok Ads,"$1,659.97",Vacation booking
8/17/2025,Expense,TikTok Ads,"$1,337.55",Streaming service
10/21/2024,Expense,TikTok Ads,"$2,138.81",Course fee
7/28/2025,Expense,TikTok Ads,$447.21,Family outing
1/15/2024,Expense,TikTok Ads,$203.79,Family outing
5/6/2025,Expense,TikTok Ads,$253.15,Utility bill
6/22/2024,Expense,TikTok Ads,"$1,681.17",Course fee
6/14/2024,Expense,TikTok Ads,$514.21,Office commute
1/5/2025,Expense,TikTok Ads,"$1,913.91",Utility bill
11/12/2024,Expense,TikTok Ads,"$1,730.44",Online purchase
3/19/2024,Expense,TikTok Ads,"$2,183.69",Monthly payment
9/2/2024,Expense,TikTok Ads,"$1,947.77",Utility bill
7/2/2024,Expense,TikTok Ads,"$1,913.43",Medical visit
5/4/2024,Expense,TikTok Ads,"$1,916.17",Streaming service
4/21/2025,Expense,TikTok Ads,$309.63,Groceries
10/11/2024,Expense,TikTok Ads,$893.87,Online purchase
12/27/2024,Expense,TikTok Ads,$972.76,Family outing
7/12/2025,Expense,TikTok Ads,"$1,814.66",Groceries
4/3/2026,Expense,TikTok Ads,"$2,480.35",Office commute
5/29/2024,Expense,TikTok Ads,$405.05,Streaming service
7/17/2024,Expense,TikTok Ads,"$2,477.83",Medical visit
1/31/2024,Expense,TikTok Ads,"$2,134.50",Course fee
4/16/2024,Expense,TikTok Ads,"$1,940.78",Course fee
8/5/2024,Expense,TikTok Ads,$479.41,Vacation booking
3/3/2026,Expense,TikTok Ads,"$1,870.60",Online purchase
2/1/2026,Expense,TikTok Ads,"$2,087.11",Vacation booking
7/24/2025,Expense,TikTok Ads,$971.25,Medical visit
7/22/2024,Expense,TikTok Ads,$95.77,Family outing
1/4/2024,Expense,TikTok Ads,$891.78,Medical visit
10/26/2025,Expense,TikTok Ads,"$1,041.76",Monthly payment
11/18/2024,Expense,TikTok Ads,$217.64,Online purchase
8/31/2025,Expense,TikTok Ads,"$1,405.72",Online purchase
8/30/2025,Expense,TikTok Ads,"$1,186.21",Streaming service
7/18/2025,Expense,TikTok Ads,$303.78,Monthly payment
3/16/2026,Expense,TikTok Ads,$618.86,Streaming service
4/21/2026,Expense,TikTok Ads,$737.16,Online purchase
2/26/2024,Expense,TikTok Ads,"$1,663.74",Office commute
12/13/2025,Expense,TikTok Ads,"$2,040.15",Office commute
10/14/2024,Expense,TikTok Ads,"$2,125.09",Online purchase
6/27/2025,Expense,TikTok Ads,$192.40,Utility bill
1/26/2026,Expense,TikTok Ads,"$1,020.14",Monthly payment
10/18/2024,Expense,TikTok Ads,$466.02,Online purchase
5/20/2024,Expense,TikTok Ads,"$1,509.25",Online purchase
1/6/2025,Expense,TikTok Ads,$242.42,Utility bill
2/25/2026,Expense,TikTok Ads,$799.19,Online purchase
7/6/2024,Expense,TikTok Ads,$534.71,Online purchase
8/25/2024,Expense,TikTok Ads,$694.90,Streaming service
2/11/2026,Expense,TikTok Ads,"$2,282.87",Online purchase
4/11/2026,Expense,TikTok Ads,"$2,338.35",Streaming service
10/31/2024,Expense,TikTok Ads,"$1,646.46",Online purchase
2/17/2025,Expense,TikTok Ads,$783.17,Course fee
4/5/2024,Expense,TikTok Ads,$676.28,Monthly payment
5/20/2024,Expense,TikTok Ads,$240.32,Groceries
1/5/2024,Expense,TikTok Ads,"$2,229.05",Monthly payment
4/25/2025,Expense,TikTok Ads,"$1,017.94",Online purchase
9/27/2024,Expense,TikTok Ads,"$1,479.18",Streaming service
3/24/2026,Expense,TikTok Ads,$209.61,Office commute
7/8/2024,Expense,TikTok Ads,"$1,753.24",Online purchase
10/7/2025,Expense,TikTok Ads,"$1,178.44",Office commute
6/22/2024,Expense,TikTok Ads,$600.27,Course fee
1/6/2024,Expense,TikTok Ads,"$2,188.31",Groceries
3/24/2026,Expense,TikTok Ads,"$1,234.17",Family outing
3/1/2024,Expense,TikTok Ads,$531.46,Course fee
7/16/2024,Expense,TikTok Ads,$735.30,Office commute
2/18/2025,Expense,TikTok Ads,"$1,031.80",Groceries
10/21/2024,Expense,TikTok Ads,$626.33,Online purchase
12/24/2025,Expense,TikTok Ads,$641.22,Groceries
5/24/2025,Expense,TikTok Ads,"$2,444.65",Course fee
8/27/2025,Expense,TikTok Ads,"$1,868.23",Office commute
8/13/2025,Expense,TikTok Ads,"$2,037.04",Groceries
5/2/2024,Expense,TikTok Ads,$335.46,Monthly payment
8/24/2024,Expense,TikTok Ads,"$1,863.48",Online purchase
12/1/2025,Expense,TikTok Ads,$336.74,Family outing
10/10/2024,Expense,TikTok Ads,"$1,438.56",Family outing
1/4/2026,Expense,TikTok Ads,"$2,075.78",Monthly payment
2/27/2025,Expense,TikTok Ads,$856.69,Vacation booking
5/27/2024,Expense,TikTok Ads,"$1,812.16",Online purchase
1/12/2025,Expense,TikTok Ads,"$2,443.24",Course fee
11/6/2025,Expense,TikTok Ads,"$1,702.38",Vacation booking
11/10/2025,Expense,TikTok Ads,"$2,145.10",Office commute
7/30/2024,Expense,TikTok Ads,$886.18,Family outing
5/16/2025,Expense,TikTok Ads,"$2,373.11",Course fee
2/20/2024,Expense,TikTok Ads,$12.63,Vacation booking
6/11/2024,Expense,TikTok Ads,"$1,954.58",Monthly payment
2/5/2026,Expense,TikTok Ads,"$1,313.08",Family outing
2/27/2025,Expense,TikTok Ads,"$2,203.86",Office commute
10/17/2024,Expense,TikTok Ads,$446.76,Monthly payment
4/29/2025,Expense,TikTok Ads,$167.91,Vacation booking
12/22/2024,Expense,TikTok Ads,"$1,612.40",Vacation booking
7/24/2024,Expense,TikTok Ads,"$2,099.47",Course fee
10/3/2024,Expense,TikTok Ads,"$1,203.47",Vacation booking
5/16/2024,Expense,TikTok Ads,"$1,953.61",Vacation booking
1/28/2025,Expense,TikTok Ads,"$2,466.30",Streaming service
6/5/2025,Expense,TikTok Ads,$279.01,Medical visit
6/18/2025,Expense,TikTok Ads,"$1,726.32",Utility bill
11/5/2025,Expense,TikTok Ads,"$1,999.66",Course fee
1/21/2024,Expense,TikTok Ads,"$1,420.05",Online purchase
9/4/2024,Expense,TikTok Ads,$633.99,Family outing
2/14/2026,Expense,TikTok Ads,"$2,140.35",Groceries
3/29/2026,Expense,TikTok Ads,"$2,304.96",Vacation booking
6/25/2025,Expense,TikTok Ads,$377.00,Monthly payment
12/1/2024,Expense,TikTok Ads,"$1,052.22",Medical visit
1/2/2024,Expense,TikTok Ads,$487.58,Online purchase
1/20/2026,Expense,TikTok Ads,"$1,803.60",Course fee
9/14/2024,Expense,TikTok Ads,"$1,467.55",Course fee
11/16/2025,Expense,TikTok Ads,"$1,415.21",Medical visit
4/8/2024,Expense,TikTok Ads,"$1,182.28",Family outing
9/7/2024,Expense,TikTok Ads,$119.28,Medical visit
12/31/2024,Expense,TikTok Ads,"$1,898.52",Streaming service
12/7/2024,Expense,TikTok Ads,$572.81,Streaming service
1/17/2024,Expense,TikTok Ads,$262.47,Office commute
8/24/2024,Expense,TikTok Ads,"$2,167.05",Family outing
4/23/2025,Expense,TikTok Ads,"$1,339.78",Online purchase
4/15/2024,Expense,TikTok Ads,"$1,106.00",Office commute
8/14/2024,Expense,TikTok Ads,$550.08,Online purchase
2/7/2024,Expense,TikTok Ads,$34.19,Groceries
2/22/2025,Expense,TikTok Ads,"$2,478.33",Groceries
4/5/2025,Expense,TikTok Ads,$238.24,Family outing
9/18/2025,Expense,TikTok Ads,$238.31,Utility bill
3/21/2026,Expense,TikTok Ads,"$1,344.54",Family outing
2/15/2024,Expense,TikTok Ads,"$1,724.05",Streaming service
6/20/2024,Expense,TikTok Ads,"$2,315.94",Vacation booking
4/16/2026,Expense,TikTok Ads,"$1,990.33",Medical visit
4/12/2024,Expense,TikTok Ads,"$1,261.73",Family outing
8/12/2025,Expense,TikTok Ads,$5.23,Medical visit
12/31/2024,Expense,TikTok Ads,"$1,392.94",Office commute
1/28/2024,Expense,TikTok Ads,"$2,451.86",Groceries
1/22/2024,Expense,TikTok Ads,$485.40,Office commute
8/27/2024,Expense,TikTok Ads,"$1,832.44",Family outing
4/27/2026,Expense,TikTok Ads,$498.12,Utility bill
4/16/2025,Expense,TikTok Ads,"$1,655.84",Family outing
9/25/2025,Expense,TikTok Ads,$83.57,Family outing
1/10/2025,Expense,TikTok Ads,"$2,087.69",Course fee
6/6/2024,Expense,TikTok Ads,"$2,084.88",Office commute
4/30/2025,Expense,TikTok Ads,$24.02,Medical visit
2/5/2024,Expense,TikTok Ads,$441.86,Course fee
4/21/2024,Expense,TikTok Ads,"$1,912.22",Family outing
3/15/2024,Expense,TikTok Ads,"$1,040.56",Course fee
8/22/2024,Expense,TikTok Ads,$669.02,Streaming service
12/31/2025,Expense,TikTok Ads,"$2,210.15",Streaming service
8/28/2025,Expense,TikTok Ads,"$2,461.10",Vacation booking
6/10/2024,Expense,TikTok Ads,"$1,334.46",Groceries
8/8/2024,Expense,TikTok Ads,"$1,065.09",Groceries
5/6/2026,Expense,TikTok Ads,$701.54,Utility bill
9/12/2025,Expense,TikTok Ads,"$2,315.90",Monthly payment
7/19/2024,Expense,TikTok Ads,$742.36,Streaming service
4/21/2025,Expense,TikTok Ads,"$2,187.44",Online purchase
3/26/2026,Expense,TikTok Ads,"$2,252.57",Family outing
1/24/2026,Expense,TikTok Ads,"$2,374.16",Online purchase
7/27/2025,Expense,TikTok Ads,$989.54,Groceries
12/30/2025,Expense,TikTok Ads,$136.82,Office commute
7/5/2025,Expense,TikTok Ads,"$1,998.36",Family outing
2/21/2024,Expense,TikTok Ads,"$2,146.47",Streaming service
3/16/2024,Expense,TikTok Ads,"$1,349.81",Online purchase
12/13/2024,Expense,TikTok Ads,"$1,346.23",Utility bill
9/24/2024,Expense,TikTok Ads,"$1,374.52",Office commute
2/15/2024,Expense,TikTok Ads,"$1,228.82",Family outing
5/23/2024,Expense,TikTok Ads,"$1,748.44",Online purchase
6/14/2025,Expense,TikTok Ads,"$1,563.98",Online purchase
3/8/2025,Expense,TikTok Ads,$204.99,Medical visit
4/16/2025,Expense,TikTok Ads,"$1,704.94",Medical visit
1/31/2024,Expense,TikTok Ads,"$1,914.87",Monthly payment
3/4/2026,Expense,TikTok Ads,"$2,157.90",Monthly payment
3/26/2024,Expense,TikTok Ads,$416.49,Groceries
3/24/2024,Expense,TikTok Ads,"$1,721.45",Vacation booking
4/4/2026,Expense,TikTok Ads,"$1,100.25",Streaming service
10/25/2025,Expense,TikTok Ads,$147.83,Groceries
1/27/2024,Expense,TikTok Ads,"$2,471.07",Medical visit
1/23/2025,Expense,TikTok Ads,"$1,987.75",Streaming service
10/23/2025,Expense,TikTok Ads,"$1,882.56",Utility bill
6/12/2024,Expense,TikTok Ads,"$1,366.71",Office commute
